date,content,hashtags,like_count,rt_count,followers_count,isVerified,language,coordinates,place,source,cleaned_content,Class
2023-02-21 03:10:33+00:00,"3 killed, 213 injured as two earthquakes shatter lives in Turkey #saralbharatnews #TurkeyEarthquake #Earthquake #Syria https://t.co/VQIUFGlqHx","['saralbharatnews', 'TurkeyEarthquake', 'Earthquake', 'Syria']",0,0,137,False,en,,,Twitter for Android,kill injur two earthquak shatter live turkey saralbharatnew turkeyearthquak earthquak syria,Survivor stories
2023-02-21 03:10:27+00:00,"Again A 6.3 earthquake hit the #Turkey-#Syria border, two weeks after the devastating #earthquake.  3 killed &amp; witnesses report damage. Turkey has reported over 6,000 aftershocks since the February 6 earthquake killed over 46,000 people. #turkeyearthquake2023 https://t.co/lx9oouMACU","['Turkey', 'Syria', 'earthquake', 'turkeyearthquake2023']",4,1,13,False,en,,,Twitter for Android,earthquak hit turkeysyria border two week devast earthquak kill amp wit report damag turkey report aftershock sinc februari earthquak kill peopl turkeyearthquak,News
2023-02-21 03:10:01+00:00,"Another #earthquake with a magnitude of 6.4 struck the border region of #Türkiye and #Syria on Monday, just two weeks after the area was devastated by a larger quake that killed more than 47,000 people. https://t.co/B6ZAn26u8s https://t.co/Q1lQhsr3LG","['earthquake', 'Türkiye', 'Syria']",0,0,27285,True,en,,,Buffer,anoth earthquak magnitud struck border region trkiy syria monday two week area devast larger quak kill peopl,Uncategorized
2023-02-21 03:07:41+00:00,"#NewsInPhoto A magnitude 6.4 #earthquake struck the Türkiye-Syria border region, killing at least three people, two weeks after the area was devastated by quakes that killed tens of thousands of people. #Türkiye #Syria https://t.co/W7JntggHxI","['NewsInPhoto', 'earthquake', 'Türkiye', 'Syria']",9,2,4177973,True,en,,,Social Lines,newsinphoto magnitud earthquak struck trkiyesyria border region kill least three peopl two week area devast quak kill ten thousand peopl trkiy syria,Uncategorized
2023-02-21 03:06:33+00:00,"Turkey, Hatay latest Earthquakes.  294 injured 18 in critical condition. 4 people have died.  #earthquake #Turkey #hatay #turkiyeearthquake","['earthquake', 'Turkey', 'hatay', 'turkiyeearthquake']",0,0,1936,False,en,,,Twitter for Android,turkey hatay latest earthquak injur critic condit peopl die earthquak turkey hatay turkiyeearthquak,Uncategorized
2023-02-21 03:05:51+00:00,"Indian Army Felicitated Miss Saima Ashraf, a meritorious student from Lolab who has qualified for JKAS exam. #earthquake #turkeyearthquake2023 #YemiCregx𓃵 #AtomicHeart #winmetawin #Turkey #هزة_أرضية #accessbank #Ukraine #DontAskSRK #Bitcoin #KashmirSolidarityDay https://t.co/ltT4dEG0Yf","['earthquake', 'turkeyearthquake2023', 'YemiCregx𓃵', 'AtomicHeart', 'winmetawin', 'Turkey', 'هزة_أرضية', 'accessbank', 'Ukraine', 'DontAskSRK', 'Bitcoin', 'KashmirSolidarityDay']",0,0,22,False,en,,,Twitter for Android,indian armi felicit miss saima ashraf meritori student lolab qualifi jka exam earthquak turkeyearthquak yemicregx atomicheart winmetawin turkey accessbank ukrain dontasksrk bitcoin kashmirsolidarityday,Casualty reports
2023-02-21 03:04:14+00:00,"—— Remember Turkey, make dua &amp; show empathy....  #islam #islamicquotes #allahuakbar #allah #turkey #prayforturkey #earthquake #turkeyearthquake #muslim #reels #explore #hijab #quran #dua https://t.co/BxekjYjwxv","['islam', 'islamicquotes', 'allahuakbar', 'allah', 'turkey', 'prayforturkey', 'earthquake', 'turkeyearthquake', 'muslim', 'reels', 'explore', 'hijab', 'quran', 'dua']",1,1,509,False,en,,,Twitter for Android,rememb turkey make dua amp show empathi islam islamicquot allahuakbar allah turkey prayforturkey earthquak turkeyearthquak muslim reel explor hijab quran dua,Infrastructure damage
2023-02-21 03:03:19+00:00,Mere Allah please reham kar Turkey par🥺 🤲🏻❤️ #Turkey #earthquake,"['Turkey', 'earthquake']",0,0,4,False,en,,,Twitter for Android,mere allah pleas reham kar turkey par turkey earthquak,Uncategorized
2023-02-21 03:02:13+00:00,#Ankara: #Earthquake tremors have been felt once again in the border region of #Turkey and #Syria with a magnitude of 6.3.   #ASK #AhmedShameel  Read: https://t.co/bCNZfDTW7I,"['Ankara', 'Earthquake', 'Turkey', 'Syria', 'ASK', 'AhmedShameel']",0,0,963,False,en,,,Twitter Web App,ankara earthquak tremor felt border region turkey syria magnitud ask ahmedshameel read,Uncategorized
2023-02-21 03:00:47+00:00,"UN ready to ""provide additional support"" after two fresh earthquakes hit Turkey #saralbharatnews #TurkeyEarthquake #Earthquake #Syria #UN https://t.co/Mdu9o7UysF","['saralbharatnews', 'TurkeyEarthquake', 'Earthquake', 'Syria', 'UN']",0,0,137,False,en,,,Twitter for Android,un readi provid addit support two fresh earthquak hit turkey saralbharatnew turkeyearthquak earthquak syria un,Help
2023-02-21 03:00:12+00:00,"""Deeply concerned"" US will extend full support to quake-hit Turkey #saralbharatnews #TurkeyEarthquake #Earthquake #Syria #US https://t.co/AUmxNBuc1x","['saralbharatnews', 'TurkeyEarthquake', 'Earthquake', 'Syria', 'US']",0,0,137,False,en,,,Twitter for Android,deepli concern us extend full support quakehit turkey saralbharatnew turkeyearthquak earthquak syria us,Help
2023-02-21 03:00:00+00:00,📌An Israeli Disaster Victim Identification (#ZAKA) team taking part in #earthquake rescue efforts in #Turkey has salvaged historical Jewish scrolls of the ancient Book of Esther from the rubble.  https://t.co/2EiEwEs32Y,"['ZAKA', 'earthquake', 'Turkey']",0,0,8486,False,en,,,TweetDeck,isra disast victim identif zaka team take part earthquak rescu effort turkey salvag histor jewish scroll ancient book esther rubbl,Casualty reports
2023-02-21 02:55:17+00:00,🔔#Earthquake (#deprem) M2.9 occurred 20 km W of #Antioch (#Turkey) 15 min ago (local time 05:40:10). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/GKkZQcbDdE 🖥https://t.co/wD6L9Vt5qB https://t.co/Z3NgGdviSj,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",6,0,289323,True,en,"Coordinates(longitude=35.94, latitude=36.16)","Place(fullName='Samandağ, Hatay', name='Samandağ', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak deprem occur km w antioch turkey min ago local time info,Uncategorized
2023-02-21 02:54:36+00:00,#Earthquake (#deprem) M2.9 strikes 20 km W of #Antioch (#Turkey) 14 min ago. More info: https://t.co/Eq9WXHe2Lo,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",1,1,46223,False,en,,,emsc-csem,earthquak deprem strike km w antioch turkey min ago info,Uncategorized
2023-02-21 02:53:35+00:00,"An #earthquake of 6.3 magnitude struck southern #Turkey near Syrian border late night, setting off panic and further damaged buildings two weeks after the country's worst earthquake which left tens of thousands dead. https://t.co/HAoYveSvQx","['earthquake', 'Turkey']",1,0,5742,False,en,,,Twitter Web App,earthquak magnitud struck southern turkey near syrian border late night set panic damag build two week countri worst earthquak left ten thousand dead,Infrastructure damage
2023-02-21 02:52:34+00:00,"Another #earthquake struck #Turkey and #Syria on Monday, killing at least three people.  This comes two weeks after the area was devastated by a severe quake that left over 45,000 people dead. The 6.4 magnitude quake was felt in Syria, Jordan, Lebanon, and Egypt.","['earthquake', 'Turkey', 'Syria']",0,0,1011,False,en,,,Twitter Web App,anoth earthquak struck turkey syria monday kill least three peopl come two week area devast sever quak left peopl dead magnitud quak felt syria jordan lebanon egypt,Uncategorized
2023-02-21 02:50:02+00:00,Eyewitnesses post the moment of a new #earthquake in #Turkey  #earthquakeinturkey #turkeyearthquake2023 #Turkiye https://t.co/ZqO880acly,"['earthquake', 'Turkey', 'earthquakeinturkey', 'turkeyearthquake2023', 'Turkiye']",3,1,838,False,en,,,Twitter for Android,eyewit post moment new earthquak turkey earthquakeinturkey turkeyearthquak turkiy,News
2023-02-21 02:49:27+00:00,"A strange sound during the earthquake, some called the sound of the earth. #earthquake #Hatay #Turkey #deprem https://t.co/azm2kRxEhR","['earthquake', 'Hatay', 'Turkey', 'deprem']",10,8,2841,False,en,,,Twitter for Android,strang sound earthquak call sound earth earthquak hatay turkey deprem,Uncategorized
2023-02-21 02:48:53+00:00,"Smaller tremors are a good sign. The plates are readjusting back into a stable position and releasing energy in the process. Without these tremors, the tension would build up and release the energy at once in a bigger earthquake @hogrbe #زلزال #سوريا #Turkey  #لبنان #earthquake","['زلزال', 'سوريا', 'Turkey', 'لبنان', 'earthquake']",0,0,7,False,en,,,Twitter Web App,smaller tremor good sign plate readjust back stabl posit releas energi process without tremor tension would build releas energi bigger earthquak turkey earthquak,Help
2023-02-21 02:46:19+00:00,@PubityIG Pray and donate for #Turkey #earthquake #Hatay  https://t.co/gQdnQwfDc6,"['Turkey', 'earthquake', 'Hatay']",0,0,405,False,en,,,Twitter for iPhone,pray donat turkey earthquak hatay,Uncategorized
2023-02-21 02:44:21+00:00,#Biden basically did NOT want to lend support to #Turkey's #Erdogan who fights for a political future.  👇 #earthquake https://t.co/2uUp4SB8Fs,"['Biden', 'Turkey', 'Erdogan', 'earthquake']",2,0,17449,False,en,,,Twitter Web App,biden basic want lend support turkey erdogan fight polit futur earthquak,Help
2023-02-21 02:43:28+00:00,It would be a historical turning point in the U.S. - #Turkey relations if President #Biden who visited #Ukraine today could have paid a visit to the #earthquake areas in Turkey as Clinton did back in 1999. https://t.co/NTfWtqxuPQ,"['Turkey', 'Biden', 'Ukraine', 'earthquake']",5,3,17449,False,en,,,Twitter Web App,would histor turn point us turkey relat presid biden visit ukrain today could paid visit earthquak area turkey clinton back,Help
2023-02-21 02:41:45+00:00,#Biden basically did NOT want to lend support to #Turkey's #Erdogan who fights for a political future.  👇 #earthquake https://t.co/fx9fpBm8YB,"['Biden', 'Turkey', 'Erdogan', 'earthquake']",2,1,11934,False,en,,,Twitter Web App,biden basic want lend support turkey erdogan fight polit futur earthquak,Help
2023-02-21 02:41:24+00:00,"Earthquake: New Quake of Magnitude 6.4 Strikes #Turkey and #Syria; Three Dead, Over 200 Injured  #Earthquake  https://t.co/7SWwTOcK6M","['Turkey', 'Syria', 'Earthquake']",0,0,75064,True,en,,,TweetDeck,earthquak new quak magnitud strike turkey syria three dead injur earthquak,Uncategorized
2023-02-21 02:40:45+00:00,It would be a historical turning point in the U.S. - #Turkey relations if President #Biden who visited #Ukraine today could have paid a visit to the #earthquake areas in Turkey as Clinton did back in 1999. https://t.co/aFpfOSPnFc,"['Turkey', 'Biden', 'Ukraine', 'earthquake']",5,1,11934,False,en,,,Twitter Web App,would histor turn point us turkey relat presid biden visit ukrain today could paid visit earthquak area turkey clinton back,Help
2023-02-21 02:40:30+00:00,"Rescuers are once again searching for people trapped under rubble in Turkey after two new earthquakes hit the country, killing at least three people.  https://t.co/BNQQCrN6tz   via @colombogazette #Turkey #earthquake #quake","['Turkey', 'earthquake', 'quake']",0,0,25176,False,en,,,Twitter Web App,rescuer search peopl trap rubbl turkey two new earthquak hit countri kill least three peopl via turkey earthquak quak,News
2023-02-21 02:40:12+00:00,#Earthquake (#deprem) M2.5 strikes 27 km NE of #Bahçe (#Turkey) 8 min ago. More info: https://t.co/lisMDzninM,"['Earthquake', 'deprem', 'Bahçe', 'Turkey']",1,1,46223,False,en,,,emsc-csem,earthquak deprem strike km ne bahe turkey min ago info,Uncategorized
2023-02-21 02:39:44+00:00,#Biden basically did NOT want to lend support to #Turkey's #Erdogan who fights for a political future.  👇 #earthquake https://t.co/Q2ohePAQQ3,"['Biden', 'Turkey', 'Erdogan', 'earthquake']",1,0,14127,False,en,,,Twitter Web App,biden basic want lend support turkey erdogan fight polit futur earthquak,Help
2023-02-21 02:39:23+00:00,A new 6.4-magnitude earthquake killed three people Monday and injured more than 200 in parts of Turkey laid waste two weeks ago by a massive quake that killed tens of thousands. https://t.co/nexITyQ2ZT #Khabarhub #Earthquake #Turkey #Syria,"['Khabarhub', 'Earthquake', 'Turkey', 'Syria']",0,0,6585,False,en,,,Twitter Web App,new magnitud earthquak kill three peopl monday injur part turkey laid wast two week ago massiv quak kill ten thousand khabarhub earthquak turkey syria,Help
2023-02-21 02:37:49+00:00,Turkish Interior Minister Suleyman Soylu says three people were killed and 213 injured in the new magnitude 6.4 #earthquake that struck #Turkey and #Syria Monday https://t.co/uayieySxAw,"['earthquake', 'Turkey', 'Syria']",3,0,4326610,True,en,,,TweetDeck,turkish interior minist suleyman soylu say three peopl kill injur new magnitud earthquak struck turkey syria monday,Uncategorized
2023-02-21 02:37:44+00:00,#Earthquake (#deprem) M2.9 strikes 24 km E of #Bahçe (#Turkey) 7 min ago. More info: https://t.co/GQIpEjJvzl,"['Earthquake', 'deprem', 'Bahçe', 'Turkey']",0,0,46223,False,en,,,emsc-csem,earthquak deprem strike km e bahe turkey min ago info,Uncategorized
2023-02-21 02:35:00+00:00,Today’s #earthquake saw people in #Syria die of heart attacks out of fear.   Others were literally trampled to death while people were fleeing.   Several were hit by cars and others left with broken limbs because they threw themselves out of windows.   No words.,"['earthquake', 'Syria']",2,0,693,False,en,,,Twitter for iPhone,today earthquak saw peopl syria die heart attack fear other liter trampl death peopl flee sever hit car other left broken limb threw window word,Casualty reports
2023-02-21 02:34:36+00:00,It would be a historical turning point in the U.S. - #Turkey relations if President #Biden who visited #Ukraine today could have paid a visit to the #earthquake areas in Turkey as Clinton did back in 1999. https://t.co/CyNgs09Azo,"['Turkey', 'Biden', 'Ukraine', 'earthquake']",1,0,14127,False,en,,,Twitter Web App,would histor turn point us turkey relat presid biden visit ukrain today could paid visit earthquak area turkey clinton back,Help
2023-02-21 02:33:48+00:00,"3 dead, over 600 injured after new 6.4-magnitude #earthquake hits #Turkey https://t.co/Y7oJs0YhPa","['earthquake', 'Turkey']",1,0,177324,False,en,,,Twitter Web App,dead injur new magnitud earthquak hit turkey,Uncategorized
2023-02-21 02:32:22+00:00,"New M6.3 earthquake in Uzunbag, Turkey.  Feb 20, 2023.   #magnitude #earthquake #turkey #Turkey_earthquake https://t.co/7UlZHSWd2a","['magnitude', 'earthquake', 'turkey', 'Turkey_earthquake']",1,0,1,False,en,,,Twitter for iPhone,new earthquak uzunbag turkey feb magnitud earthquak turkey turkeyearthquak,Uncategorized
2023-02-21 02:30:08+00:00,🔔#Earthquake (#deprem) M3.8 occurred 14 km S of #Elbistan (#Turkey) 2 min ago (local time 05:27:43). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/sYjQMYsLhb 🖥https://t.co/w3OUQOipIz https://t.co/bkyDxYlquW,"['Earthquake', 'deprem', 'Elbistan', 'Turkey']",6,2,289323,True,en,"Coordinates(longitude=37.17, latitude=38.08)","Place(fullName='Ekinözü, Kahramanmaraş', name='Ekinözü', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak deprem occur km elbistan turkey min ago local time info,Uncategorized
2023-02-21 02:30:00+00:00,Middle Eastern Churches stress unity at their continental synod as they gathered under “difficult circumstances” amid a massive economic and humanitarian crisis in the wake of the devastating #earthquake in #Turkey and #Syria. #Syria_Turkey_Earthquake  https://t.co/e9goM4y7WX,"['earthquake', 'Turkey', 'Syria', 'Syria_Turkey_Earthquake']",0,0,1484,False,en,,,TweetDeck,middl eastern church stress uniti continent synod gather difficult circumst amid massiv econom humanitarian crisi wake devast earthquak turkey syria syriaturkeyearthquak,Humanitarian aid
2023-02-21 02:29:59+00:00,"Turkey &amp; Lebanon just got hit by Another 6.4 magnitude earthquake. Ya Allah, keep everyone safe. Ameen. May #Allah protect all Muslims, Ameen 🤲🏻 #earthquake #AtomicHeart              #Ukraine #VINA2023 #BuildJakapan #Turkey #turkeyearthquake2023  #AnotherOne #Lebanon https://t.co/9ffWS8VzK3","['Allah', 'earthquake', 'AtomicHeart', 'Ukraine', 'VINA2023', 'BuildJakapan', 'Turkey', 'turkeyearthquake2023', 'AnotherOne', 'Lebanon']",6,0,1827,False,en,,,Twitter for Android,turkey amp lebanon got hit anoth magnitud earthquak ya allah keep everyon safe ameen may allah protect muslim ameen earthquak atomicheart ukrain vina buildjakapan turkey turkeyearthquak anotheron lebanon,Help
2023-02-21 02:29:29+00:00,#Earthquake (#deprem) M3.8 strikes 14 km S of #Elbistan (#Turkey) 2 min ago. More info: https://t.co/38YXs0RRn2,"['Earthquake', 'deprem', 'Elbistan', 'Turkey']",0,2,46223,False,en,,,emsc-csem,earthquak deprem strike km elbistan turkey min ago info,Uncategorized
2023-02-21 02:27:57+00:00,"Another 6.4 #earthquake in #Turkey #IftiMania "" Aurat March "" #مغربی_معاشرتی_ناسورپرلعنت https://t.co/FMtPwJF63p","['earthquake', 'Turkey', 'IftiMania', 'مغربی_معاشرتی_ناسورپرلعنت']",2,0,268,False,en,,,Twitter for Android,anoth earthquak turkey iftimania aurat march,Uncategorized
2023-02-21 02:26:32+00:00,"Again A 6.4 earthquake hit the #Turkey-#Syria border, two weeks after the devastating #earthquake.  3 killed &amp; witnesses report damage. Turkey has reported over 6,000 aftershocks since the February 6 earthquake killed over 46,000 people. #turkeyearthquake2023 https://t.co/4LcCv3GYtb","['Turkey', 'Syria', 'earthquake', 'turkeyearthquake2023']",1,1,2303,False,en,,,Twitter for Android,earthquak hit turkeysyria border two week devast earthquak kill amp wit report damag turkey report aftershock sinc februari earthquak kill peopl turkeyearthquak,News
2023-02-21 02:25:50+00:00,"A magnitude 6.3 #earthquake struck southern #Turkey near Syrian border late, setting off panic and further damaging buildings two weeks after the country's worst earthquake in modern history left tens of thousands dead https://t.co/XcrIIqX5BE","['earthquake', 'Turkey']",0,0,14154,False,en,,,Twitter for Android,magnitud earthquak struck southern turkey near syrian border late set panic damag build two week countri worst earthquak modern histori left ten thousand dead,Infrastructure damage
2023-02-21 02:22:20+00:00,"#MiddayNews |  Three killed, 213 injured as two earthquakes shatter lives in Turkey   #TurkeyEarthquake #TurkeyEarthquake2023 #Turkey #earthquake #NewsUpdate    https://t.co/fjhPuly7PH","['MiddayNews', 'TurkeyEarthquake', 'TurkeyEarthquake2023', 'Turkey', 'earthquake', 'NewsUpdate']",0,0,685674,True,en,,,Twitter Web App,middaynew three kill injur two earthquak shatter live turkey turkeyearthquak turkeyearthquak turkey earthquak newsupd,Survivor stories
2023-02-21 02:15:38+00:00,"Again A 6.3 earthquake hit the #Turkey-#Syria border, two weeks after the devastating #earthquake.  3 killed &amp; witnesses report damage. Turkey has reported over 6,000 aftershocks since the February 6 earthquake killed over 46,000 people. #turkeyearthquake2023","['Turkey', 'Syria', 'earthquake', 'turkeyearthquake2023']",5,1,5360,False,en,,,Twitter for Android,earthquak hit turkeysyria border two week devast earthquak kill amp wit report damag turkey report aftershock sinc februari earthquak kill peopl turkeyearthquak,News
2023-02-21 02:15:14+00:00,Turkish Interior Minister Suleyman Soylu says three people were killed and 213 injured in the new magnitude 6.4 #Earthquake that struck #Turkiye and #Syria Monday.  https://t.co/BtQhSw7oAs https://t.co/zYUCrthQ2p,"['Earthquake', 'Turkiye', 'Syria']",3,2,103665,True,en,,,Hootsuite Inc.,turkish interior minist suleyman soylu say three peopl kill injur new magnitud earthquak struck turkiy syria monday,Uncategorized
2023-02-21 02:12:36+00:00,"Turkey &amp; Lebanon just got hit by Another 6.4 magnitude earthquake. Ya Allah, keep everyone safe. Ameen. May #Allah protect all Muslims, Ameen 🤲🏻❤ #earthquake #AtomicHeart          #Ukraine #VINA2023 #BuildJakapan #Turkey #turkeyearthquake2023  #AnotherOne #Lebanon https://t.co/rt4JkdLk3i","['Allah', 'earthquake', 'AtomicHeart', 'Ukraine', 'VINA2023', 'BuildJakapan', 'Turkey', 'turkeyearthquake2023', 'AnotherOne', 'Lebanon']",1,0,754,False,en,,,Twitter for Android,turkey amp lebanon got hit anoth magnitud earthquak ya allah keep everyon safe ameen may allah protect muslim ameen earthquak atomicheart ukrain vina buildjakapan turkey turkeyearthquak anotheron lebanon,Help
